text,label
Me siento vulnerable y asustado.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Tengo miedo de estar solo.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Siento que algo está muy mal.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Siento un temor constante e irracional.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Tengo miedo de estar solo.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Siento que algo está muy mal.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Tengo miedo de estar solo.,MIEDO
No me siento seguro en este lugar.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Siento que algo está muy mal.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Siento un temor constante e irracional.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No me siento seguro en este lugar.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Esa película me asustó mucho.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
No me siento seguro en este lugar.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Tengo miedo de estar solo.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Esa película me asustó mucho.,MIEDO
No me siento seguro en este lugar.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
No me siento seguro en este lugar.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Estoy paralizado por el miedo.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Siento que algo está muy mal.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Esa película me asustó mucho.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Me siento vulnerable y asustado.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Siento que algo está muy mal.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Tengo miedo de estar solo.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Siento que algo malo va a suceder.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Siento que algo malo va a suceder.,MIEDO
No puedo evitar sentir pánico.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Siento que algo está muy mal.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Siento que algo está muy mal.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Siento que algo está muy mal.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Esa película me asustó mucho.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
No me siento seguro en este lugar.,MIEDO
Me siento vulnerable y asustado.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Siento que algo está muy mal.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Siento un temor constante e irracional.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Siento un temor constante e irracional.,MIEDO
Tengo miedo de estar solo.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Siento un temor constante e irracional.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Tengo miedo de estar solo.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Siento un temor constante e irracional.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Tengo miedo de estar solo.,MIEDO
Siento que algo está muy mal.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Esa película me asustó mucho.,MIEDO
Siento un temor constante e irracional.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Siento un temor constante e irracional.,MIEDO
Esa película me asustó mucho.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Tengo miedo de estar solo.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Estoy paralizado por el miedo.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Siento que algo malo va a suceder.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Tengo miedo de estar solo.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Siento un temor constante e irracional.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Siento que algo está muy mal.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Tengo miedo de estar solo.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Siento que algo está muy mal.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Siento un temor constante e irracional.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Siento que algo está muy mal.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Estoy paralizado por el miedo.,MIEDO
Siento un temor constante e irracional.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Siento que algo malo va a suceder.,MIEDO
Estoy aterrorizado por lo que pueda ocurrir.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Tengo miedo de lo que pueda pasar.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
Esa película me asustó mucho.,MIEDO
Esa película me asustó mucho.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Siento una gran inseguridad ahora mismo.,MIEDO
Estoy asustado y no sé qué hacer.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Tengo miedo de estar solo.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Me siento vulnerable y asustado.,MIEDO
Siento que mi vida corre peligro.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Tengo miedo de que alguien me lastime.,MIEDO
Me siento vulnerable y asustado.,MIEDO
No quiero quedarme solo en esta situación.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
No puedo dejar de sentir miedo.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
No puedo evitar sentir pánico.,MIEDO
Siento un temor constante e irracional.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
No me siento tranquilo algo anda mal.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Estoy muy nervioso por lo que pueda suceder.,MIEDO
Siento un temor constante e irracional.,MIEDO
Tengo un mal presentimiento sobre esto.,MIEDO
Estoy aterrado de que algo salga mal.,MIEDO
No puedo controlar el miedo que siento.,MIEDO
Me asusta pensar en lo que pueda pasar.,MIEDO
Siento que mi vida corre peligro.,MIEDO
No quiero enfrentarme a esta situación.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Me da miedo pensar en el futuro.,MIEDO
Tengo miedo de estar solo.,MIEDO
Esa película me asustó mucho.,MIEDO
Tengo miedo de estar solo.,MIEDO
Siento que algo está muy mal.,MIEDO
Estoy realmente sorprendido por esto.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Me sorprendió su reacción.,SORPRESA
¡No esperaba esa noticia!,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
¡No esperaba esa noticia!,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Me sorprendió su reacción.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
¡No esperaba esa noticia!,SORPRESA
¡No esperaba esa noticia!,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
¡No esperaba esa noticia!,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
¡No esperaba esa noticia!,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
No creí que algo así pudiera ocurrir.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Sinceramente estoy en shock.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Nunca pensé que pasaría algo así.,SORPRESA
No sé qué decir estoy sorprendido.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Me sorprendió su reacción.,SORPRESA
Es sorprendente lo que acaba de suceder.,SORPRESA
Estoy realmente sorprendido por esto.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Nunca imaginé que esto sucediera.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
¡No esperaba esa noticia!,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
Me sorprendió su reacción.,SORPRESA
Jamás pensé que esto fuera posible.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Es algo que jamás habría anticipado.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
¡Qué sorpresa verte aquí!,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
Eso fue totalmente inesperado.,SORPRESA
No me lo habría imaginado en un millón de años.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Es algo totalmente inesperado y sorprendente.,SORPRESA
No puedo creer lo que acaba de pasar.,SORPRESA
Es una sorpresa muy grande para mí.,SORPRESA
No me lo puedo creer es increíble.,SORPRESA
Es algo impresionante e inesperado.,SORPRESA
Esto es increíble no lo esperaba.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
Me tomó completamente por sorpresa.,SORPRESA
Estoy asombrado por lo que acabo de ver.,SORPRESA
Me quedé atónito con la noticia.,SORPRESA
Esto me dejó sin palabras.,SORPRESA
Esto me dejó totalmente perplejo.,SORPRESA
